Colony_ID,X_internal,Y_internal,Z_internal,X_Real_World_Position,Y_Real_World_Position,Z_Real_World_Position,Size
A,60.89150234930725,77.54704283479434,-31.5180856,-1.040150726,-0.038344993,-0.000482174,
B,32.096839891724606,33.89960475935957,-21.81742674,-6.074079002,-2.593779023,-0.593005402,
C,7.561151006082105,-2.894017475,-14.13686565,-10.33111786,-4.721360986,-1.144513704,
D,-30.51563833,-50.62203222,-3.684456707,-16.43785956,-7.155984358,-1.847329167,
731,21.732758604951538,45.93267151,-23.45264726,-6.389948138,-0.926953389,-0.432792323,
728,-57.22093374,-51.46290796,-1.495305519,-18.98002849,-5.843164277,-1.810656322,
177,-59.19831715,-130.0615289,17.076921220555363,-23.48595127,-13.16551155,-2.469350394,
729,-36.43461303,-39.32029325,-2.936087439,-16.43250659,-5.853494826,-1.442169199,
730,-2.438090034,-12.19987555,-9.923797284,-11.80458417,-5.111307681,-1.075896544,
773,57.52341814,65.17262577093054,-29.90929456,-2.002474107,-0.993273719,-0.25593365,
unk1,44.51352899148164,81.57910918242708,-31.13052776,-2.351562596,1.1936565975532885,0.071588824,
unk2,75.92701581659918,71.97449699262204,-31.37526404,0.059632706,-1.34761775,-0.076305108,
A,-2.762625135,-53.66737747,-5.491305041,-1.074399898,-0.037856725,0.026266245111652542,
B,-6.912638336,-6.757399237,-8.955014225,-6.068864526,-2.614328152,-0.542200731,
C,-9.803780604,33.04102328037101,-12.28007691,-10.3328222,-4.730885948,-1.072400962,
D,-9.347421626,87.82467652715108,-16.31758309,-16.40407007,-7.152157955,-1.749839592,
730,-7.432274017,45.60570025722457,-12.15225997,-11.83172795,-5.033746525,-1.107982767,
903,-14.50892494,195.72232758740782,-23.23063556,-28.09349502,-12.59123469,-2.943354539,
727,-28.91090576,174.73498602696742,-21.593289,-25.12829416,-13.24012301,-2.634201767,
729,0.7742813095042609,83.72059867420872,-13.89836642,-16.41500943,-5.842816745,-1.473755342,
902,-18.73189995,45.96853826183128,-12.83613469,-11.36088777,-6.303066201,-1.16019768,
901,4.616354767347561,34.57779071167685,-10.92217505,-11.15728364,-3.200504635,-0.954836252,
731,7.125595084746041,-9.601972589,-8.000312859,-6.389122711,-0.92944985,-0.456312039,
900,-23.39500127,-26.2731426,-10.64479658,-3.15881421,-3.564004649,-0.630290642,
773,-7.332702829,-43.38432644,-7.453393848,-1.999466988,-1.009701102,-0.232145604,
unk2,-16.06452229,-58.42306352,-7.369698075,0.058559897,-1.2999903,-0.145193274,
728,8.611291962213693,103.95999344193407,-15.83159905,-19.00089723,-5.8880947,-1.797731325,
unk1,10.862093003637517,-47.80402756,-5.353065515,-2.337083123,1.208086728769112,-0.015081844,
A,3.239751390912222,19.54911804331757,-9.856840138,-1.078225055,-0.009632066,0.11794630321652688,
B,25.960517927136266,47.969146727459005,-14.85537914,-6.085570801,-2.605909084,-0.62706642,
C,45.48896858324126,71.58779544942276,-18.06844341,-10.34007613,-4.717235684,-1.103203282,
D,74.9163757,101.97697833088927,-22.72468609,-16.42051314,-7.163443017,-1.814295208,
900,6.223113494,45.678163506297395,-15.4288314,-3.151366552,-3.539800774,-0.644691419,
773,6.110342902060356,27.52857590909236,-12.12533203,-1.98693074,-0.966365556,-0.210741617,
179,65.38843091850686,132.48859057035511,-25.52677933,-17.01122569,-12.09173371,-2.078037492,
727,110.42035819592265,160.3236845961621,-27.64840823,-25.13776868,-13.1717104,-2.471762104,
730,53.05824885102722,77.69877315636306,-18.198833,-11.7976394,-5.099686575,-1.128218967,
729,78.10913087906167,94.52851103,-20.47855571,-16.40180744,-5.896534647,-1.511665048,
177,100.76632695762008,155.7218322990834,-27.77128216,-23.48134193,-13.13617741,-2.470922245,
728,93.36511996795284,101.40280153632966,-22.13896758,-18.99042014,-5.906898467,-1.801778413,
902,47.22894286093396,83.51190185072696,-19.02589989,-11.34275168,-6.295321144,-1.207386935,
unk2,-6.770341446,23.96050070787552,-11.56584177,0.058016372,-1.277965757,-0.086602928,
unk1,13.779560084037792,15.798960683425667,-10.02682107,-2.327634599,1.188499849101829,0.032304149,
731,32.17908861216976,39.10761263954956,-13.46795093,-6.402536587,-0.952072514,-0.475834666,
901,54.11420639515401,65.03048048207918,-16.72096955,-11.14346823,-3.235984095,-0.95814271,
A,3.662900035262989,-46.39860372,-1.977505632,-1.046720916,0.00703778,-0.100926579,
B,1.561319517692556,-18.24856183,-4.389880062,-6.085682275,-2.579737494,-0.586021173,
C,-0.044252244,5.352859055026619,-6.82923021,-10.32064672,-4.72319878,-1.077778901,
D,0.5637937319238945,38.08137895466071,-9.942015596,-16.41343264,-7.168998217,-1.733074608,
902,-5.027218819,13.232696528454728,-7.776870753,-11.39059625,-6.262447538,-1.22557872,
177,-13.06635761,82.13768005680583,-14.61557297,-23.49713684,-13.13777986,-2.572078822,
727,-10.35722827,89.71834719592924,-14.30258764,-25.11129237,-13.22034335,-2.541510646,
728,11.37692006148939,47.64222678913184,-9.734367476,-19.01954042,-5.906790968,-1.803676203,
729,6.572697668888406,35.42634304,-8.41145344,-16.39267557,-5.839074884,-1.482460385,
730,1.2170199442876624,12.880640996543026,-6.919905202,-11.81140939,-5.0729408,-1.114044718,
773,1.1638086925300728,-40.270933,-2.583899177,-1.985580717,-0.934349268,-0.203030235,
unk2,-5.020208691,-48.87026217,-2.477106783,0.08364164,-1.412053012,-0.115005691,
900,-8.467328045,-29.62505921,-4.750900481,-3.203300812,-3.557749978,-0.552342348,
901,8.423553468196955,6.294492611092749,-5.668649186,-11.15404267,-3.219879232,-0.927945364,
A,-4.114638815,24.70084570163525,-1.474582011,-1.07864146,-0.046068893,0.061768366898313665,
B,-3.009106197,4.962344615008265,-4.480535744,-6.092210134,-2.610240039,-0.594545106,
C,-2.244166811,-11.65096378,-6.923354953,-10.33033121,-4.724664724,-1.123226789,
D,-3.148096776,-34.63278964,-9.928234988,-16.41474816,-7.137107433,-1.76020254,
902,1.3360001406929263,-17.23192566,-7.689914807,-11.37425801,-6.296627281,-1.265722438,
900,3.869398773927093,13.171356123081452,-4.473540339,-3.177110121,-3.459211267,-0.630063847,
730,-3.260691365,-16.94827092,-7.094455904,-11.82175501,-5.066214193,-1.127119277,
901,-8.264539673,-12.16249956,-6.155575301,-11.14558897,-3.213914091,-0.936684329,
731,-8.785912006,6.3610900991781145,-3.953460121,-6.385606446,-0.947221806,-0.493000313,
unk1,-9.961783834,22.336328542315954,-1.500986084,-2.359878639,1.2011890441374733,0.042068107444516445,
773,-2.48154738,20.55720323061389,-2.298984243,-1.972380204,-0.949629107,-0.122446786,
unk2,1.9331721237902408,26.596345444018002,-2.340241481,0.098165561,-1.407131286,-0.16556735,
728,-10.8691826,-41.26416778,-10.14892861,-19.01813358,-5.891739422,-1.805319629,
177,6.206804277620881,-65.87480926,-13.68401141,-23.47546333,-13.15938387,-2.469855629,
729,-7.289850119,-32.85167371,-8.850002324,-16.41874934,-5.849581862,-1.496437477,
A,5.502601148454349,-8.869912135,-5.059606073,-1.132177899,-0.044190989,0.13243935335988766,
B,-2.349840141,-34.96528239,-0.132932292,-6.121832182,-2.606809911,-0.496961478,
C,-9.155734925,-56.98752977,3.821486039651546,-10.34604008,-4.739124792,-1.07229783,
D,-21.13225552,-86.2278061,9.945385006,-16.40958241,-7.152410357,-1.740018559,
730,-12.85865415,-63.11998382,5.775294048885596,-11.81963654,-5.081904809,-1.111792895,
902,-7.044521331,-65.82317305,5.355332776,-11.36929255,-6.309146302,-1.191218116,
900,10.877138827454429,-28.4476768,-3.818922086,-3.182633394,-3.58509495,-0.534476585,
unk2,13.924737287154214,-9.288215748,-9.369287544,0.2136013906321066,-1.265396357,-0.518092426,
773,5.691751467408174,-15.20350838,-4.485295303,-2.019169275,-0.963993238,-0.088684238,
731,-9.17674738,-30.32850258,0.031274336,-6.42876995,-0.956109321,-0.38982184,
unk1,-3.018487573,-8.773202774,-4.405121211,-2.332000428,1.216080865541142,0.050226328,
901,-17.17759436,-54.45383081,4.612595048310917,-11.145577,-3.216235521,-0.985227988,
729,-25.60266515,-81.62287851,10.228410770102096,-16.40218316,-5.856621132,-1.5519247,
728,-34.21666339,-90.84049989,11.995823800358124,-18.97267989,-5.899273537,-1.916343488,
177,-23.99459266,-130.8094025,18.755826869059643,-23.49871569,-13.09731588,-2.472160574,
A,12.768821614214428,-32.42741003,-16.34680553,-1.044976576,-0.035525061,-0.089857083,
B,4.9109239039165375,3.3460762436193083,-14.81421576,-6.096079171,-2.594014261,-0.537126497,
C,-1.70067957,33.363288841579845,-14.52394491,-10.32542221,-4.718934283,-1.064899665,
900,-5.466811601,-13.41341454,-15.44350472,-3.173074362,-3.4809508,-0.620294995,
773,8.552285187585547,-25.1031532,-15.53212457,-1.979921046,-0.958138378,-0.161732368,
unk2,2.5266639111366116,-37.31085689,-15.84270946,0.08718653,-1.380578343,-0.166332817,
731,15.782089842038854,2.529765169381627,-15.43011358,-6.399857193,-0.936903833,-0.382739035,
unk1,22.63029629571102,-26.17776828,-16.15010147,-2.37218424,1.1840288189614943,0.065878261,
730,-1.436184698,43.17040951440058,-14.02586101,-11.80669044,-5.063834623,-1.122925227,
901,8.89922694,35.98353402853841,-14.92512777,-11.13416377,-3.237604829,-0.932636485,
902,-9.865002999,42.42992793656615,-13.76319333,-11.36398457,-6.291284237,-1.255857736,
728,4.443221737834554,90.26165128906253,-15.39183196,-19.07086347,-5.944187236,-1.875058571,
729,0.8997229208779657,73.14837488426971,-14.02915096,-16.38243803,-5.854118363,-1.500065375,
179,-37.00885771,86.73052339137014,-10.52331566,-16.93992502,-12.07310616,-1.984093154,
A,-8.792942029,-40.63016512,-12.68975933,-1.06969879,-0.055337168,0.059603100355369865,
B,-7.697126463,-7.523046535,-11.30283521,-6.093721513,-2.614381285,-0.594265488,
C,-6.587437648,20.296783448368075,-9.983926725,-10.33526945,-4.736482331,-1.120416752,
D,-1.837076449,58.34917447937719,-7.370338444,-16.4230997,-7.154297571,-1.747828421,
731,1.6990576732069012,-10.95188412,-10.38965569,-6.375952428,-0.922150479,-0.478480366,
773,-10.94499973,-33.24164923,-13.40516236,-1.966126409,-0.985608526,-0.226334536,
unk2,-18.38068119,-42.57867814,-14.91006871,0.061771358,-1.333231381,-0.132199415,
900,-19.85592111,-19.97588661,-14.28149206,-3.178460601,-3.413966177,-0.601851314,
902,-11.709357,30.067525841581702,-9.716293892,-11.37219393,-6.309256562,-1.262770978,
901,3.268560380871498,19.933366753262383,-8.223331532,-11.13308858,-3.227871626,-0.948851107,
729,4.421595585405369,54.50002306494371,-5.878705208,-16.40594045,-5.898996601,-1.480504144,
728,11.879235161084788,67.87197782986682,-5.222708769,-19.00686563,-5.879329065,-1.824431441,
177,-12.31769547,111.45921855434914,-4.389449031,-23.51255222,-13.09764263,-2.501834584,
730,-4.539043398,28.779737247336122,-8.177229373,-11.80899894,-5.127742275,-1.067441856,
A,5.6147651583725695,-83.53397372,-14.96172233,-1.08774987,-0.030091357,0.077531788,
B,3.1993124978301903,-44.91063688,-12.79429065,-6.101898576,-2.598285452,-0.603392042,
C,1.3625939141759045,-12.58092215,-10.38069161,-10.32529374,-4.726381776,-1.088062242,
D,2.7614145813234563,32.23538977447601,-6.611187152,-16.41888447,-7.148479562,-1.720031151,
900,-9.759451006,-60.7223051,-16.3770415,-3.173011515,-3.406904606,-0.63807145,
731,14.329993510791425,-47.73662693,-12.20471201,-6.38753399,-0.942137735,-0.504467036,
773,2.3826875213513943,-75.32075376,-15.35446228,-1.974689617,-0.936942199,-0.175620363,
unk2,-6.331805218,-86.81019514,-17.49383707,0.1009281439013558,-1.432708842,-0.137772094,
901,13.013947661252121,-11.54866398,-8.968980261,-11.17160757,-3.227671258,-0.974043105,
730,2.862055460038718,-2.412782644,-8.437955887,-11.80444956,-5.122968549,-1.081204058,
902,-5.623865091,-1.718535395,-10.00955313,-11.36476616,-6.295100069,-1.280143869,
729,10.46371935794744,28.489484765755954,-5.328972733,-16.40300699,-5.903766098,-1.479084683,
728,17.79938552454132,44.85419306584472,-4.49538913,-19.00837847,-5.867900955,-1.824521324,
177,-15.37936318,92.86943282027163,-1.72564322,-23.49985489,-13.11695522,-2.498725671,
A,17.21248053751095,102.56494901867279,-18.13986991,-1.044955524,-0.043445465,-0.100088202,
D,-7.400249451,-55.24340817,-10.63598537,-16.42909026,-7.129513448,-1.796546863,
179,28.66444217936509,-84.46725174,-0.594739301,-16.89296095,-12.16182196,-1.954440605,
901,-10.93289031,6.552662228699591,-14.29845679,-11.18899134,-3.201360805,-0.96800797,
773,19.063932108521612,91.04555542846457,-15.98762677,-1.958075976,-0.915776452,-0.12443725,
729,-17.59707042,-48.22936628,-10.2872685,-16.42436481,-5.858919846,-1.445820448,
900,32.18543976944637,68.17688773226185,-14.91757961,-3.188976349,-3.380273026,-0.674886961,
731,-3.929590311,55.88670147124393,-16.13538567,-6.423612263,-0.93947178,-0.372566971,
902,12.174529630404386,-10.82982421,-10.6830446,-11.353511,-6.277491383,-1.335376843,
unk2,34.27324609084454,103.84865339712341,-14.98993862,0.072097212,-1.520190998,-0.060660274,
NC_3_1,-0.316449859,40.55641253363271,-14.30858299,-7.564640354,-2.173095098,-0.532952733,2
NC_1_1,-5.229732428,-31.40486587,-11.11057927,-14.20118625,-5.94246081,-1.444156531,4
E,-6.837354229,-87.54058311,-6.74301359,-19.2549085,-9.122143069,-2.001952438,
F,-13.99287268,-130.8212231,-3.334856904,-23.5054738,-11.06491301,-2.320454822,
25m,-13.9692928,-130.809964,-3.370757207,-23.50288567,-11.06539073,-2.32438162,
NC_3_2,-8.086803125,61.94438962302959,-17.08997333,-6.134818378,-0.210898895,-0.283696076,4
NC_3_3,-8.897484884,39.41680336,-15.64248222,-8.171213575,-1.464914264,-0.536058422,3
NC_3_4,3.185271663521487,68.41485579790917,-16.74583535,-4.893458339,-0.821273218,-0.333055248,1
